timestamp,git_commit,allocator,num_threads,mean_time_ns,std_dev_ns,turns_per_sec,bytes_per_turn
2025-11-05T17:42:55.133119,6d3339ed,system,1,90.59036127984322,0.3901857003686658,11038701.97526748,0.0
2025-11-05T17:43:00.774981,6d3339ed,system,8,56.88614057265505,21.608358769480063,17578974.24457542,0.0
2025-11-05T17:43:05.876291,6d3339ed,system,16,16.951790962985164,13.950828638169845,58990817.08732342,0.0
2025-11-05T17:43:11.387301,6d3339ed,system,24,3.7660605207136504,0.17759596879032255,265529455.64733112,0.0
2025-11-05T17:43:16.892476,6d3339ed,system,32,4.140085725439582,1.3049175412120295,241540892.22242445,0.0
2025-11-05T17:43:26.662044,6d3339ed,mimalloc,1,86.19117540888091,0.4184578967604652,11602115.82283356,0.0
2025-11-05T17:43:32.219240,6d3339ed,mimalloc,8,69.86948493494742,28.653514463787598,14312399.768383272,0.0
2025-11-05T17:43:37.167523,6d3339ed,mimalloc,16,18.020852807055224,15.128945128690962,55491269.51464232,0.0
2025-11-05T17:43:42.193672,6d3339ed,mimalloc,24,3.7920700174742086,0.20261103214614937,263708210.9222424,0.0
2025-11-05T17:43:47.781755,6d3339ed,mimalloc,32,3.402119284963709,0.6005400586241828,293934432.1110914,0.0
2025-11-05T17:43:57.595980,6d3339ed,jemalloc,1,86.87841860122458,0.17554183041553825,11510338.42581827,0.0
2025-11-05T17:44:03.152152,6d3339ed,jemalloc,8,64.55154749221451,26.97829488630264,15491495.38391173,0.0
2025-11-05T17:44:08.240519,6d3339ed,jemalloc,16,22.896203231584643,26.263314471411324,43675363.547635235,0.0
2025-11-05T17:44:13.722179,6d3339ed,jemalloc,24,4.080460295466344,0.47895292907374476,245070390.98286653,0.0
2025-11-05T17:44:19.076050,6d3339ed,jemalloc,32,10.102982171067477,7.216671476546375,98980675.5141824,0.0
2025-11-05T13:17:25.579764,5badf6f3,system,48,10.824051426540764,8.698718000523545,92386848.56466798,0.0
2025-11-05T13:17:32.793331,5badf6f3,system,64,25.637775383141765,33.13736492514499,39004944.268977195,0.0
2025-11-05T13:17:41.517571,5badf6f3,mimalloc,48,11.218775335125175,9.444851890878043,89136288.9556289,0.0
2025-11-05T13:17:48.326059,5badf6f3,mimalloc,64,42.20893832943013,80.03834688897598,23691664.362539798,0.0
2025-11-05T13:17:56.858855,5badf6f3,jemalloc,48,17.844824473215304,12.059573647289545,56038657.11881775,0.0
2025-11-05T13:18:03.942901,5badf6f3,jemalloc,64,64.83434166016134,147.67750773307867,15423924.642308328,0.0
